s_no,district,seat,constituency,cand_id,party_id,acronym,votes
3074,Karachi,Karachi,NA-253,1919,86,PTI,39145
3075,Karachi,Karachi,NA-253,1947,46,MMAP,9357
3076,Karachi,Karachi,NA-253,1488,36,JPP,59
3077,Karachi,Karachi,NA-253,332,5,APML,977
3078,Karachi,Karachi,NA-253,552,80,PPPP,3270
3079,Karachi,Karachi,NA-253,3033,67,PKICA,167
3080,Karachi,Karachi,NA-253,1512,116,TLP,24794
3081,Karachi,Karachi,NA-253,1517,25,IND,94
3082,Karachi,Karachi,NA-253,2817,50,PSP,12891
3083,Karachi,Karachi,NA-253,1883,25,IND,40
3084,Karachi,Karachi,NA-253,2511,84,PST,1217
3085,Karachi,Karachi,NA-253,2133,25,IND,20
3086,Karachi,Karachi,NA-253,1444,39,MQM,161
3087,Karachi,Karachi,NA-253,1076,73,PMLN,6763
3088,Karachi,Karachi,NA-253,112,25,IND,39
3089,Karachi,Karachi,NA-253,1453,31,JUIPS,308
3090,Karachi,Karachi,NA-253,1118,25,IND,183
3091,Karachi,Karachi,NA-254,1558,86,PTI,75702
3092,Karachi,Karachi,NA-254,1142,80,PPPP,3416
3093,Karachi,Karachi,NA-254,1646,25,IND,559
3094,Karachi,Karachi,NA-254,2834,25,IND,352
3095,Karachi,Karachi,NA-254,2278,46,MMAP,26373
3096,Karachi,Karachi,NA-254,1559,116,TLP,28546
3097,Karachi,Karachi,NA-254,2176,25,IND,333
3098,Karachi,Karachi,NA-254,586,25,IND,0
3099,Karachi,Karachi,NA-254,2631,47,MQMP,48813
3100,Karachi,Karachi,NA-254,361,50,PSP,9013
3101,Karachi,Karachi,NA-254,147,39,MQM,358
3102,Karachi,Karachi,NA-254,2798,37,MWMP,1322
3103,Karachi,Karachi,NA-254,2963,67,PKICA,389
3104,Karachi,Karachi,NA-254,2709,25,IND,356
3105,Karachi,Karachi,NA-254,2836,25,IND,307
3106,Karachi,Karachi,NA-254,2025,60,PFP,94
3107,Karachi,Karachi,NA-254,1592,25,IND,130
3108,Karachi,Karachi,NA-255,1071,47,MQMP,59807
3109,Karachi,Karachi,NA-255,97,25,IND,199
3110,Karachi,Karachi,NA-255,358,13,ANP,667
3111,Karachi,Karachi,NA-255,412,50,PSP,8099
3112,Karachi,Karachi,NA-255,642,39,MQM,264
3113,Karachi,Karachi,NA-255,1283,86,PTI,50352
3114,Karachi,Karachi,NA-255,1416,5,APML,2751
3115,Karachi,Karachi,NA-255,1416,46,MMAP,11323
3116,Karachi,Karachi,NA-255,1455,116,TLP,21289
3117,Karachi,Karachi,NA-255,1725,25,IND,384
3118,Karachi,Karachi,NA-255,1909,68,PMA,1248
3119,Karachi,Karachi,NA-255,1919,25,IND,86
3120,Karachi,Karachi,NA-255,1919,25,IND,70
3121,Karachi,Karachi,NA-255,2035,73,PMLN,7608
3122,Karachi,Karachi,NA-255,3001,80,PPPP,8106
3123,Karachi,Karachi,NA-256,1757,86,PTI,89850
3124,Karachi,Karachi,NA-256,1456,50,PSP,9030
3125,Karachi,Karachi,NA-256,967,60,PFP,141
3126,Karachi,Karachi,NA-256,2286,25,IND,129
3127,Karachi,Karachi,NA-256,1914,25,IND,101
3128,Karachi,Karachi,NA-256,1295,46,MMAP,22364
3129,Karachi,Karachi,NA-256,1798,25,IND,149
3130,Karachi,Karachi,NA-256,2840,80,PPPP,7587
3131,Karachi,Karachi,NA-256,2556,25,IND,2751
3132,Karachi,Karachi,NA-256,312,47,MQMP,45575
3133,Karachi,Karachi,NA-256,3032,25,IND,306
3134,Karachi,Karachi,NA-256,606,73,PMLN,9221
3135,Karachi,Karachi,NA-256,1671,25,IND,22
3136,Karachi,Karachi,NA-256,2677,13,ANP,2465
3137,Karachi,Karachi,NA-256,1459,25,IND,31
3138,Karachi,Karachi,NA-256,1494,116,TLP,9144
3139,Killa,Killa,NA-257,111,46,MMAP,43851
3140,Killa,Killa,NA-257,286,13,ANP,3270
3141,Killa,Killa,NA-257,2628,80,PPPP,378
3142,Killa,Killa,NA-257,2624,25,IND,5766
3143,Killa,Killa,NA-257,271,92,PMAP,22446
3144,Killa,Killa,NA-257,87,33,JUIN,21796
3145,Killa,Killa,NA-257,420,16,BAP,2399
3146,Killa,Killa,NA-257,199,18,BNP,151
3147,Killa,Killa,NA-257,2009,31,JUIPS,981
3148,Killa,Killa,NA-257,1759,25,IND,447
3149,Killa,Killa,NA-257,1503,86,PTI,16487
3150,Loralai,Loralai-cum-Musa,NA-258,1682,16,BAP,42938
3151,Loralai,Loralai-cum-Musa,NA-258,88,13,ANP,4272
3152,Loralai,Loralai-cum-Musa,NA-258,314,46,MMAP,38457
3153,Loralai,Loralai-cum-Musa,NA-258,389,101,TJP,1049
3154,Loralai,Loralai-cum-Musa,NA-258,451,33,JUIN,170
3155,Loralai,Loralai-cum-Musa,NA-258,786,92,PMAP,22596
3156,Loralai,Loralai-cum-Musa,NA-258,809,82,PRHP,354
3157,Loralai,Loralai-cum-Musa,NA-258,816,25,IND,770
3158,Loralai,Loralai-cum-Musa,NA-258,856,18,BNP,189
3159,Loralai,Loralai-cum-Musa,NA-258,1083,48,NP,36
3160,Loralai,Loralai-cum-Musa,NA-258,1648,25,IND,337
3161,Loralai,Loralai-cum-Musa,NA-258,1665,25,IND,156
3162,Loralai,Loralai-cum-Musa,NA-258,2291,31,JUIPS,266
3163,Loralai,Loralai-cum-Musa,NA-258,2434,80,PPPP,2687
3164,Loralai,Loralai-cum-Musa,NA-258,2485,73,PMLN,25792
3165,Loralai,Loralai-cum-Musa,NA-258,2668,25,IND,441
3166,Loralai,Loralai-cum-Musa,NA-258,2719,25,IND,476
3167,Loralai,Loralai-cum-Musa,NA-258,2831,86,PTI,16738
3168,Loralai,Loralai-cum-Musa,NA-258,2961,50,PSP,949
3169,Dera,Dera,NA-259,2068,30,JWP,22787
3170,Dera,Dera,NA-259,21,18,BNP,3016
3171,Dera,Dera,NA-259,41,17,BNM,2318
3172,Dera,Dera,NA-259,187,25,IND,88
3173,Dera,Dera,NA-259,268,13,ANP,141
3174,Dera,Dera,NA-259,426,25,IND,2840
3175,Dera,Dera,NA-259,470,86,PTI,5422
3176,Dera,Dera,NA-259,647,25,IND,161
3177,Dera,Dera,NA-259,649,116,TLI,2090
3178,Dera,Dera,NA-259,863,65,PJDP,359
3179,Dera,Dera,NA-259,984,25,IND,5527
3180,Dera,Dera,NA-259,1086,25,IND,320
3181,Dera,Dera,NA-259,1128,25,IND,97
3182,Dera,Dera,NA-259,1292,48,NP,1868
3183,Dera,Dera,NA-259,1313,25,IND,16300
3184,Dera,Dera,NA-259,1350,46,MMAP,6113
3185,Dera,Dera,NA-259,1352,16,BAP,11930
3186,Dera,Dera,NA-259,1356,25,IND,12808
3187,Dera,Dera,NA-259,1358,50,PSP,141
3188,Dera,Dera,NA-259,1365,25,IND,5243
3189,Dera,Dera,NA-259,1373,18,BNPA,307
3190,Dera,Dera,NA-259,1383,25,IND,255
3191,Dera,Dera,NA-259,1385,25,IND,21213
3192,Dera,Dera,NA-259,1803,116,TLP,2879
3193,Dera,Dera,NA-259,2055,25,IND,583
3194,Dera,Dera,NA-259,2059,25,IND,215
3195,Dera,Dera,NA-259,2105,92,PMAP,2575
3196,Dera,Dera,NA-259,2470,80,PPPP,17578
3197,Dera,Dera,NA-259,2577,25,IND,967
3198,Dera,Dera,NA-259,2645,25,IND,336
3199,Dera,Dera,NA-259,2708,25,IND,1164
3200,Nasirabad,Nasirabad-cum-Kachhi-cum-Jhal,NA-260,1069,16,BAP,53330
3201,Nasirabad,Nasirabad-cum-Kachhi-cum-Jhal,NA-260,66,35,JQM,3238
3202,Nasirabad,Nasirabad-cum-Kachhi-cum-Jhal,NA-260,98,25,IND,355
3203,Nasirabad,Nasirabad-cum-Kachhi-cum-Jhal,NA-260,245,48,NP,417
3204,Nasirabad,Nasirabad-cum-Kachhi-cum-Jhal,NA-260,439,25,IND,2723
3205,Nasirabad,Nasirabad-cum-Kachhi-cum-Jhal,NA-260,724,25,IND,231
3206,Nasirabad,Nasirabad-cum-Kachhi-cum-Jhal,NA-260,749,25,IND,2822
3207,Nasirabad,Nasirabad-cum-Kachhi-cum-Jhal,NA-260,976,25,IND,992
3208,Nasirabad,Nasirabad-cum-Kachhi-cum-Jhal,NA-260,1363,25,IND,185
3209,Nasirabad,Nasirabad-cum-Kachhi-cum-Jhal,NA-260,1369,25,IND,468
3210,Nasirabad,Nasirabad-cum-Kachhi-cum-Jhal,NA-260,1372,25,IND,49
3211,Nasirabad,Nasirabad-cum-Kachhi-cum-Jhal,NA-260,1374,50,PSP,50
3212,Nasirabad,Nasirabad-cum-Kachhi-cum-Jhal,NA-260,1381,25,IND,113
3213,Nasirabad,Nasirabad-cum-Kachhi-cum-Jhal,NA-260,1423,46,MMAP,10009
3214,Nasirabad,Nasirabad-cum-Kachhi-cum-Jhal,NA-260,1776,25,IND,2385
3215,Nasirabad,Nasirabad-cum-Kachhi-cum-Jhal,NA-260,1798,25,IND,216
3216,Nasirabad,Nasirabad-cum-Kachhi-cum-Jhal,NA-260,2038,25,IND,79
3217,Nasirabad,Nasirabad-cum-Kachhi-cum-Jhal,NA-260,2092,25,IND,258
3218,Nasirabad,Nasirabad-cum-Kachhi-cum-Jhal,NA-260,2095,25,IND,195
3219,Nasirabad,Nasirabad-cum-Kachhi-cum-Jhal,NA-260,2291,60,PFP,994
3220,Nasirabad,Nasirabad-cum-Kachhi-cum-Jhal,NA-260,2380,25,IND,513
3221,Nasirabad,Nasirabad-cum-Kachhi-cum-Jhal,NA-260,2436,8,AOAT,927
3222,Nasirabad,Nasirabad-cum-Kachhi-cum-Jhal,NA-260,2503,86,PTI,40188
3223,Nasirabad,Nasirabad-cum-Kachhi-cum-Jhal,NA-260,2567,18,BNP,2503
3224,Nasirabad,Nasirabad-cum-Kachhi-cum-Jhal,NA-260,2821,80,PPPP,4711
3225,Nasirabad,Nasirabad-cum-Kachhi-cum-Jhal,NA-260,2896,25,IND,2559
3226,Jafarabad,Jafarabad-cum-Sohbatpur,NA-261,1364,86,PTI,45222
3227,Jafarabad,Jafarabad-cum-Sohbatpur,NA-261,2155,25,IND,518
3228,Jafarabad,Jafarabad-cum-Sohbatpur,NA-261,1358,46,MMAP,5238
3229,Jafarabad,Jafarabad-cum-Sohbatpur,NA-261,2195,25,IND,7384
3230,Jafarabad,Jafarabad-cum-Sohbatpur,NA-261,3025,16,BAP,22284
3231,Jafarabad,Jafarabad-cum-Sohbatpur,NA-261,2084,18,BNPA,1336
3232,Jafarabad,Jafarabad-cum-Sohbatpur,NA-261,1351,80,PPPP,27563
3233,Jafarabad,Jafarabad-cum-Sohbatpur,NA-261,976,25,IND,354
3234,Jafarabad,Jafarabad-cum-Sohbatpur,NA-261,701,22,GDA,352
3235,Jafarabad,Jafarabad-cum-Sohbatpur,NA-261,2687,25,IND,342
3236,Pishin,Pishin,NA-262,1044,46,MMAP,50258
3237,Pishin,Pishin,NA-262,758,16,BAP,13387
3238,Pishin,Pishin,NA-262,1183,80,PPPP,10297
3239,Pishin,Pishin,NA-262,2711,73,PMLN,679
3240,Pishin,Pishin,NA-262,1219,25,IND,597
3241,Pishin,Pishin,NA-262,2597,33,JUIN,441
3242,Pishin,Pishin,NA-262,608,25,IND,201
3243,Pishin,Pishin,NA-262,2920,25,IND,1308
3244,Pishin,Pishin,NA-262,614,25,IND,93
3245,Pishin,Pishin,NA-262,2102,13,ANP,6489
3246,Pishin,Pishin,NA-262,1633,86,PTI,4848
3247,Pishin,Pishin,NA-262,1590,92,PMAP,28344
3248,Pishin,Pishin,NA-262,2102,25,IND,143
3249,Pishin,Pishin,NA-262,145,25,IND,69
3250,Pishin,Pishin,NA-262,117,25,IND,182
3251,Killa,Killa,NA-263,2399,46,MMAP,37971
3252,Killa,Killa,NA-263,29,69,PML,192
3253,Killa,Killa,NA-263,95,7,APT,155
3254,Killa,Killa,NA-263,109,73,PMLN,280
3255,Killa,Killa,NA-263,189,25,IND,221
3256,Killa,Killa,NA-263,286,25,IND,38
3257,Killa,Killa,NA-263,382,13,ANP,21417
3258,Killa,Killa,NA-263,429,25,IND,215
3259,Killa,Killa,NA-263,504,80,PPPP,993
3260,Killa,Killa,NA-263,819,25,IND,161
3261,Killa,Killa,NA-263,919,25,IND,289
3262,Killa,Killa,NA-263,1285,92,PMAP,19989
3263,Killa,Killa,NA-263,1445,25,IND,47
3264,Killa,Killa,NA-263,1707,25,IND,1279
3265,Killa,Killa,NA-263,1804,16,BAP,3990
3266,Killa,Killa,NA-263,1876,25,IND,1223
3267,Killa,Killa,NA-263,2017,86,PTI,2731
3268,Killa,Killa,NA-263,2086,33,JUIN,686
3269,Killa,Killa,NA-263,2816,25,IND,155
3270,Quetta,Quetta-I,NA-264,410,46,MMAP,14887
3271,Quetta,Quetta-I,NA-264,74,33,JUIN,2070
3272,Quetta,Quetta-I,NA-264,76,31,JUIPS,159
3273,Quetta,Quetta-I,NA-264,91,92,PMAP,8980
3274,Quetta,Quetta-I,NA-264,204,25,IND,549
3275,Quetta,Quetta-I,NA-264,249,16,BAP,2882
3276,Quetta,Quetta-I,NA-264,301,73,PMLN,2159
3277,Quetta,Quetta-I,NA-264,730,13,ANP,1873
3278,Quetta,Quetta-I,NA-264,1186,18,BNP,10071
3279,Quetta,Quetta-I,NA-264,1793,23,HDP,5890
3280,Quetta,Quetta-I,NA-264,1860,25,IND,604
3281,Quetta,Quetta-I,NA-264,1876,25,IND,125
3282,Quetta,Quetta-I,NA-264,1904,80,PPPP,6989
3283,Quetta,Quetta-I,NA-264,2376,86,PTI,10053
3284,Quetta,Quetta-II,NA-265,2172,86,PTI,25973
3285,Quetta,Quetta-II,NA-265,54,23,HDP,2052
3286,Quetta,Quetta-II,NA-265,104,25,IND,742
3287,Quetta,Quetta-II,NA-265,484,25,IND,215
3288,Quetta,Quetta-II,NA-265,717,25,IND,2738
3289,Quetta,Quetta-II,NA-265,842,46,MMAP,10124
3290,Quetta,Quetta-II,NA-265,1136,25,IND,2638
3291,Quetta,Quetta-II,NA-265,1202,47,MQMP,122
3292,Quetta,Quetta-II,NA-265,1258,25,IND,2535
3293,Quetta,Quetta-II,NA-265,1285,92,PMAP,11487
3294,Quetta,Quetta-II,NA-265,1365,18,BNP,20389
3295,Quetta,Quetta-II,NA-265,1522,5,APML,211
3296,Quetta,Quetta-II,NA-265,1751,25,IND,128
3297,Quetta,Quetta-II,NA-265,1860,25,IND,253
3298,Quetta,Quetta-II,NA-265,1926,25,IND,113
3299,Quetta,Quetta-II,NA-265,2018,16,BAP,4279
3300,Quetta,Quetta-II,NA-265,2094,25,IND,52
3301,Quetta,Quetta-II,NA-265,2199,73,PMLN,9931
3302,Quetta,Quetta-II,NA-265,2311,80,PPPP,5878
3303,Quetta,Quetta-II,NA-265,2636,95,QWP,178
3304,Quetta,Quetta-II,NA-265,2805,37,MWMP,5004
3305,Quetta,Quetta-II,NA-265,2845,50,PSP,300
3306,Quetta,Quetta-II,NA-265,2930,13,ANP,7297
3307,Quetta,Quetta-II,NA-265,2963,82,PRHP,1863
3308,Quetta,Quetta-II,NA-265,2993,48,NP,229
3309,Quetta,Quetta-III,NA-266,169,18,BNP,20034
3310,Quetta,Quetta-III,NA-266,2054,48,NP,1325
3311,Quetta,Quetta-III,NA-266,2153,16,BAP,5120
3312,Quetta,Quetta-III,NA-266,1900,73,PMLN,866
3313,Quetta,Quetta-III,NA-266,1184,25,IND,76
3314,Quetta,Quetta-III,NA-266,996,92,PMAP,9129
3315,Quetta,Quetta-III,NA-266,2439,25,IND,596
3316,Quetta,Quetta-III,NA-266,1424,82,PRHP,1052
3317,Quetta,Quetta-III,NA-266,274,13,ANP,140
3318,Quetta,Quetta-III,NA-266,799,46,MMAP,11057
3319,Quetta,Quetta-III,NA-266,1273,25,IND,37
3320,Quetta,Quetta-III,NA-266,1209,25,IND,157
3321,Quetta,Quetta-III,NA-266,495,17,BNM,78
3322,Quetta,Quetta-III,NA-266,1653,25,IND,233
3323,Quetta,Quetta-III,NA-266,2499,25,IND,205
3324,Quetta,Quetta-III,NA-266,2134,25,IND,179
3325,Quetta,Quetta-III,NA-266,1270,25,IND,143
3326,Quetta,Quetta-III,NA-266,3033,86,PTI,5622
3327,Quetta,Quetta-III,NA-266,1272,80,PPPP,5014
3328,Quetta,Quetta-III,NA-266,2185,18,BNPA,478
3329,Mastung,Mastung-cum-Shaheed,NA-267,2790,46,MMAP,26645
3330,Mastung,Mastung-cum-Shaheed,NA-267,443,80,PPPP,1551
3331,Mastung,Mastung-cum-Shaheed,NA-267,950,25,IND,358
3332,Mastung,Mastung-cum-Shaheed,NA-267,1243,18,BNP,25738
3333,Mastung,Mastung-cum-Shaheed,NA-267,1273,86,PTI,3557
3334,Mastung,Mastung-cum-Shaheed,NA-267,1345,8,AOAT,3013
3335,Mastung,Mastung-cum-Shaheed,NA-267,1347,18,BNPA,2493
3336,Mastung,Mastung-cum-Shaheed,NA-267,1367,25,IND,6167
3337,Mastung,Mastung-cum-Shaheed,NA-267,1369,116,TLP,402
3338,Mastung,Mastung-cum-Shaheed,NA-267,1375,25,IND,1535
3339,Mastung,Mastung-cum-Shaheed,NA-267,1433,33,JUIN,506
3340,Mastung,Mastung-cum-Shaheed,NA-267,1660,17,BNM,1131
3341,Mastung,Mastung-cum-Shaheed,NA-267,2054,48,NP,7791
3342,Mastung,Mastung-cum-Shaheed,NA-267,2057,25,IND,81
3343,Mastung,Mastung-cum-Shaheed,NA-267,2383,25,IND,194
3344,Mastung,Mastung-cum-Shaheed,NA-267,2429,116,TLP,797
3345,Mastung,Mastung-cum-Shaheed,NA-267,2487,50,PSP,258
3346,Mastung,Mastung-cum-Shaheed,NA-267,2490,16,BAP,20322
3347,Mastung,Mastung-cum-Shaheed,NA-267,2494,49,NPCP,241
3348,Mastung,Mastung-cum-Shaheed,NA-267,2496,73,PMLN,7132
3349,Mastung,Mastung-cum-Shaheed,NA-267,2894,25,IND,928
3350,Chagai,Chagai-cum-Nushki-cum-Kharan,NA-268,1632,18,BNP,14435
3351,Chagai,Chagai-cum-Nushki-cum-Kharan,NA-268,72,73,PMLN,2396
3352,Chagai,Chagai-cum-Nushki-cum-Kharan,NA-268,91,25,IND,17
3353,Chagai,Chagai-cum-Nushki-cum-Kharan,NA-268,106,25,IND,152
3354,Chagai,Chagai-cum-Nushki-cum-Kharan,NA-268,233,25,IND,62
3355,Chagai,Chagai-cum-Nushki-cum-Kharan,NA-268,723,48,NP,98
3356,Chagai,Chagai-cum-Nushki-cum-Kharan,NA-268,833,25,IND,623
3357,Chagai,Chagai-cum-Nushki-cum-Kharan,NA-268,1242,18,BNPA,61
3358,Chagai,Chagai-cum-Nushki-cum-Kharan,NA-268,1377,25,IND,6
3359,Chagai,Chagai-cum-Nushki-cum-Kharan,NA-268,1379,25,IND,11
3360,Chagai,Chagai-cum-Nushki-cum-Kharan,NA-268,1519,8,AOAT,140
3361,Chagai,Chagai-cum-Nushki-cum-Kharan,NA-268,1692,33,JUIN,208
3362,Chagai,Chagai-cum-Nushki-cum-Kharan,NA-268,1781,82,PRHP,34
3363,Chagai,Chagai-cum-Nushki-cum-Kharan,NA-268,1886,46,MMAP,12272
3364,Chagai,Chagai-cum-Nushki-cum-Kharan,NA-268,2084,25,IND,36
3365,Chagai,Chagai-cum-Nushki-cum-Kharan,NA-268,2330,116,TLI,32
3366,Chagai,Chagai-cum-Nushki-cum-Kharan,NA-268,2440,80,PPPP,6972
3367,Chagai,Chagai-cum-Nushki-cum-Kharan,NA-268,2445,86,PTI,1540
3368,Chagai,Chagai-cum-Nushki-cum-Kharan,NA-268,2455,25,IND,7093
3369,Chagai,Chagai-cum-Nushki-cum-Kharan,NA-268,2477,25,IND,18
3370,Chagai,Chagai-cum-Nushki-cum-Kharan,NA-268,2543,25,IND,27
3371,Chagai,Chagai-cum-Nushki-cum-Kharan,NA-268,2982,25,IND,37
3372,Khuzdar,Khuzdar,NA-269,1477,18,BNP,52875
3373,Khuzdar,Khuzdar,NA-269,2531,86,PTI,833
3374,Khuzdar,Khuzdar,NA-269,1390,25,IND,14559
3375,Khuzdar,Khuzdar,NA-269,1551,48,NP,4107
3376,Khuzdar,Khuzdar,NA-269,81,80,PPPP,2370
3377,Khuzdar,Khuzdar,NA-269,91,73,PMLN,4609
3378,Khuzdar,Khuzdar,NA-269,1253,33,JUIN,764
3379,Khuzdar,Khuzdar,NA-269,697,25,IND,560
3380,Khuzdar,Khuzdar,NA-269,865,18,BNPA,9702
3381,Khuzdar,Khuzdar,NA-269,98,17,BNM,438
3382,Khuzdar,Khuzdar,NA-269,2978,116,TLP,2494
3383,Khuzdar,Khuzdar,NA-269,1408,16,BAP,19720
3384,Khuzdar,Khuzdar,NA-269,2494,25,IND,619
3385,Panjgur,Panjgur-cum-Washuk-cum-Awaran,NA-270,617,16,BAP,18568
3386,Panjgur,Panjgur-cum-Washuk-cum-Awaran,NA-270,50,25,IND,200
3387,Panjgur,Panjgur-cum-Washuk-cum-Awaran,NA-270,72,73,PMLN,10822
3388,Panjgur,Panjgur-cum-Washuk-cum-Awaran,NA-270,104,8,AOAT,236
3389,Panjgur,Panjgur-cum-Washuk-cum-Awaran,NA-270,427,46,MMAP,15912
3390,Panjgur,Panjgur-cum-Washuk-cum-Awaran,NA-270,728,25,IND,459
3391,Panjgur,Panjgur-cum-Washuk-cum-Awaran,NA-270,817,25,IND,317
3392,Panjgur,Panjgur-cum-Washuk-cum-Awaran,NA-270,1267,25,IND,3089
3393,Panjgur,Panjgur-cum-Washuk-cum-Awaran,NA-270,1271,18,BNP,12188
3394,Panjgur,Panjgur-cum-Washuk-cum-Awaran,NA-270,1404,18,BNPA,16040
3395,Panjgur,Panjgur-cum-Washuk-cum-Awaran,NA-270,1405,116,TLP,534
3396,Panjgur,Panjgur-cum-Washuk-cum-Awaran,NA-270,1480,50,PSP,844
3397,Panjgur,Panjgur-cum-Washuk-cum-Awaran,NA-270,2142,48,NP,4062
3398,Panjgur,Panjgur-cum-Washuk-cum-Awaran,NA-270,2323,80,PPPP,780
3399,Panjgur,Panjgur-cum-Washuk-cum-Awaran,NA-270,2445,25,IND,556
3400,Panjgur,Panjgur-cum-Washuk-cum-Awaran,NA-270,2618,25,IND,3037
3401,Kech,Kech,NA-271,3054,16,BAP,32866
3402,Kech,Kech,NA-271,2610,25,IND,61
3403,Kech,Kech,NA-271,878,25,IND,5285
3404,Kech,Kech,NA-271,2716,18,BNPA,20583
3405,Kech,Kech,NA-271,808,25,IND,130
3406,Kech,Kech,NA-271,137,48,NP,9925
3407,Kech,Kech,NA-271,84,25,IND,124
3408,Kech,Kech,NA-271,1082,46,MMAP,1931
3409,Kech,Kech,NA-271,1925,8,AOAT,890
3410,Kech,Kech,NA-271,1680,25,IND,69
3411,Kech,Kech,NA-271,1080,25,IND,132
3412,Kech,Kech,NA-271,1242,25,IND,591
3413,Kech,Kech,NA-271,485,80,PPPP,332
3414,Kech,Kech,NA-271,1008,18,BNP,12134
3415,Kech,Kech,NA-271,423,73,PMLN,252
3416,Lasbela,Lasbela-cum-Gwadar,NA-272,1401,25,IND,68804
3417,Lasbela,Lasbela-cum-Gwadar,NA-272,233,86,PTI,1592
3418,Lasbela,Lasbela-cum-Gwadar,NA-272,241,25,IND,1299
3419,Lasbela,Lasbela-cum-Gwadar,NA-272,265,46,MMAP,4408
3420,Lasbela,Lasbela-cum-Gwadar,NA-272,426,18,BNPA,1970
3421,Lasbela,Lasbela-cum-Gwadar,NA-272,745,25,IND,104
3422,Lasbela,Lasbela-cum-Gwadar,NA-272,750,25,IND,123
3423,Lasbela,Lasbela-cum-Gwadar,NA-272,987,16,BAP,63275
3424,Lasbela,Lasbela-cum-Gwadar,NA-272,1398,50,PSP,882
3425,Lasbela,Lasbela-cum-Gwadar,NA-272,1477,18,BNP,41866
3426,Lasbela,Lasbela-cum-Gwadar,NA-272,2052,9,ATP,162
3427,Lasbela,Lasbela-cum-Gwadar,NA-272,2589,25,IND,338
3428,Lasbela,Lasbela-cum-Gwadar,NA-272,2977,116,TLP,4604
