s_no,district,seat,constituency,cand_id,party_id,acronym,votes
1351,Faisalabad,Faisalabad-VII,NA-107,1625,46,MMAP,1956
1352,Faisalabad,Faisalabad-VII,NA-107,831,73,PMLN,102159
1353,Faisalabad,Faisalabad-VII,NA-107,2472,80,PPPP,2652
1354,Faisalabad,Faisalabad-VII,NA-107,2190,8,AOAT,3537
1355,Faisalabad,Faisalabad-VII,NA-107,1915,116,TLP,9034
1356,Faisalabad,Faisalabad-VII,NA-107,1549,9,ATP,171
1357,Faisalabad,Faisalabad-VIII,NA-108,664,86,PTI,112740
1358,Faisalabad,Faisalabad-VIII,NA-108,131,73,PMLN,111529
1359,Faisalabad,Faisalabad-VIII,NA-108,380,80,PPPP,4897
1360,Faisalabad,Faisalabad-VIII,NA-108,456,50,PSP,245
1361,Faisalabad,Faisalabad-VIII,NA-108,1556,25,IND,244
1362,Faisalabad,Faisalabad-VIII,NA-108,1913,46,MMAP,1827
1363,Faisalabad,Faisalabad-VIII,NA-108,2228,8,AOAT,2638
1364,Faisalabad,Faisalabad-VIII,NA-108,2302,11,AJPP,387
1365,Faisalabad,Faisalabad-VIII,NA-108,2548,116,TLP,8075
1366,Faisalabad,Faisalabad-IX,NA-109,639,86,PTI,122905
1367,Faisalabad,Faisalabad-IX,NA-109,1702,25,IND,122
1368,Faisalabad,Faisalabad-IX,NA-109,1722,116,TLI,781
1369,Faisalabad,Faisalabad-IX,NA-109,3004,46,MMAP,2724
1370,Faisalabad,Faisalabad-IX,NA-109,1298,73,PMLN,94476
1371,Faisalabad,Faisalabad-IX,NA-109,1549,84,PST,151
1372,Faisalabad,Faisalabad-IX,NA-109,1462,80,PPPP,3090
1373,Faisalabad,Faisalabad-IX,NA-109,1042,25,IND,367
1374,Faisalabad,Faisalabad-IX,NA-109,681,8,AOAT,5178
1375,Faisalabad,Faisalabad-IX,NA-109,1534,116,TLP,9975
1376,Faisalabad,Faisalabad-X,NA-110,2220,86,PTI,114215
1377,Faisalabad,Faisalabad-X,NA-110,445,84,PST,100
1378,Faisalabad,Faisalabad-X,NA-110,813,116,TLP,10782
1379,Faisalabad,Faisalabad-X,NA-110,1215,25,IND,113
1380,Faisalabad,Faisalabad-X,NA-110,1463,73,PMLN,108172
1381,Faisalabad,Faisalabad-X,NA-110,1702,40,MOP,706
1382,Faisalabad,Faisalabad-X,NA-110,1750,20,BPP,144
1383,Faisalabad,Faisalabad-X,NA-110,1943,25,IND,678
1384,Faisalabad,Faisalabad-X,NA-110,2356,99,SIC,5085
1385,Faisalabad,Faisalabad-X,NA-110,2523,8,AOAT,6533
1386,Faisalabad,Faisalabad-X,NA-110,2995,80,PPPP,3085
1387,Toba,Toba,NA-111,545,73,PMLN,110556
1388,Toba,Toba,NA-111,315,77,PNML,34849
1389,Toba,Toba,NA-111,423,25,IND,494
1390,Toba,Toba,NA-111,657,25,IND,66
1391,Toba,Toba,NA-111,832,80,PPPP,2991
1392,Toba,Toba,NA-111,1445,25,IND,199
1393,Toba,Toba,NA-111,1558,25,IND,265
1394,Toba,Toba,NA-111,1675,84,PST,157
1395,Toba,Toba,NA-111,2348,116,TLP,8830
1396,Toba,Toba,NA-111,2893,8,AOAT,2713
1397,Toba,Toba,NA-111,2938,86,PTI,85448
1398,Toba,Toba,NA-112,1699,73,PMLN,125303
1399,Toba,Toba,NA-112,340,25,IND,357
1400,Toba,Toba,NA-112,698,62,PFM,145
1401,Toba,Toba,NA-112,950,87,PTIN,443
1402,Toba,Toba,NA-112,1101,25,IND,6463
1403,Toba,Toba,NA-112,1340,25,IND,4973
1404,Toba,Toba,NA-112,1473,116,TLP,3628
1405,Toba,Toba,NA-112,1505,77,PNML,223
1406,Toba,Toba,NA-112,1509,5,APML,195
1407,Toba,Toba,NA-112,1539,86,PTI,121031
1408,Toba,Toba,NA-112,1866,25,IND,1253
1409,Toba,Toba,NA-112,2087,80,PPPP,2402
1410,Toba,Toba,NA-112,2397,25,IND,603
1411,Toba,Toba,NA-112,2674,25,IND,5406
1412,Toba,Toba,NA-112,2902,25,IND,326
1413,Toba,Toba,NA-113,1799,86,PTI,128274
1414,Toba,Toba,NA-113,180,116,TLP,8074
1415,Toba,Toba,NA-113,311,8,AOAT,1594
1416,Toba,Toba,NA-113,374,25,IND,2335
1417,Toba,Toba,NA-113,464,25,IND,1530
1418,Toba,Toba,NA-113,467,25,IND,233
1419,Toba,Toba,NA-113,543,73,PMLN,106018
1420,Toba,Toba,NA-113,710,46,MMAP,237
1421,Toba,Toba,NA-113,1471,25,IND,744
1422,Toba,Toba,NA-113,1906,25,IND,960
1423,Toba,Toba,NA-113,1964,25,IND,132
1424,Toba,Toba,NA-113,1980,25,IND,2041
1425,Toba,Toba,NA-113,2023,80,PPPP,1655
1426,Toba,Toba,NA-113,2510,25,IND,969
1427,Toba,Toba,NA-113,2732,25,IND,173
1428,Jhang,Jhang-I,NA-114,2356,86,PTI,106043
1429,Jhang,Jhang-I,NA-114,227,25,IND,65440
1430,Jhang,Jhang-I,NA-114,1170,80,PPPP,105454
1431,Jhang,Jhang-I,NA-114,269,25,IND,1460
1432,Jhang,Jhang-I,NA-114,1683,116,TLP,3916
1433,Jhang,Jhang-I,NA-114,1553,25,IND,9712
1434,Jhang,Jhang-I,NA-114,1978,42,MP,324
1435,Jhang,Jhang-I,NA-114,820,46,MMAP,2109
1436,Jhang,Jhang-I,NA-114,2047,25,IND,291
1437,Jhang,Jhang-II,NA-115,721,86,PTI,91434
1438,Jhang,Jhang-II,NA-115,45,25,IND,469
1439,Jhang,Jhang-II,NA-115,837,25,IND,139
1440,Jhang,Jhang-II,NA-115,1145,46,MMAP,301
1441,Jhang,Jhang-II,NA-115,1465,25,IND,68515
1442,Jhang,Jhang-II,NA-115,1649,25,IND,240
1443,Jhang,Jhang-II,NA-115,1820,73,PMLN,9783
1444,Jhang,Jhang-II,NA-115,2630,25,IND,964
1445,Jhang,Jhang-II,NA-115,2874,25,IND,21108
1446,Jhang,Jhang-II,NA-115,2970,25,IND,60598
1447,Jhang,Jhang-II,NA-115,3043,5,APML,279
1448,Jhang,Jhang-III,NA-116,1501,86,PTI,90649
1449,Jhang,Jhang-III,NA-116,290,25,IND,54176
1450,Jhang,Jhang-III,NA-116,679,25,IND,187
1451,Jhang,Jhang-III,NA-116,1553,25,IND,70842
1452,Jhang,Jhang-III,NA-116,1715,25,IND,553
1453,Jhang,Jhang-III,NA-116,1762,80,PPPP,1305
1454,Jhang,Jhang-III,NA-116,1786,116,TLP,3346
1455,Jhang,Jhang-III,NA-116,1900,25,IND,8936
1456,Jhang,Jhang-III,NA-116,2074,56,PAR,673
1457,Jhang,Jhang-III,NA-116,2377,25,IND,48731
1458,Jhang,Jhang-III,NA-116,2630,25,IND,978
1459,Jhang,Jhang-III,NA-116,2935,25,IND,407
1460,Jhang,Jhang-III,NA-116,3025,25,IND,1585
1461,Nankana,Nankana,NA-117,513,73,PMLN,71891
1462,Nankana,Nankana,NA-117,219,25,IND,334
1463,Nankana,Nankana,NA-117,506,86,PTI,66994
1464,Nankana,Nankana,NA-117,518,25,IND,425
1465,Nankana,Nankana,NA-117,518,25,IND,312
1466,Nankana,Nankana,NA-117,608,8,AOAT,1988
1467,Nankana,Nankana,NA-117,1568,25,IND,171
1468,Nankana,Nankana,NA-117,1800,116,TLP,19564
1469,Nankana,Nankana,NA-117,1891,80,PPPP,2880
1470,Nankana,Nankana,NA-117,1991,25,IND,316
1471,Nankana,Nankana,NA-117,2909,25,IND,68995
1472,Nankana,Nankana,NA-118,905,86,PTI,63818
1473,Nankana,Nankana,NA-118,2714,116,TLP,49345
1474,Nankana,Nankana,NA-118,1946,25,IND,306
1475,Nankana,Nankana,NA-118,2647,73,PMLN,61413
1476,Nankana,Nankana,NA-118,888,25,IND,5208
1477,Nankana,Nankana,NA-118,2916,25,IND,571
1478,Nankana,Nankana,NA-118,2337,25,IND,5945
1479,Nankana,Nankana,NA-118,2327,36,JPP,144
1480,Nankana,Nankana,NA-118,1832,25,IND,3226
1481,Nankana,Nankana,NA-118,2565,80,PPPP,18726
1482,Sheikhupura,Sheikhupura-I,NA-119,2194,86,PTI,110231
1483,Sheikhupura,Sheikhupura-I,NA-119,2229,73,PMLN,94072
1484,Sheikhupura,Sheikhupura-I,NA-119,2742,25,IND,1045
1485,Sheikhupura,Sheikhupura-I,NA-119,2350,25,IND,507
1486,Sheikhupura,Sheikhupura-I,NA-119,2323,80,PPPP,2339
1487,Sheikhupura,Sheikhupura-I,NA-119,1516,116,TLP,21493
1488,Sheikhupura,Sheikhupura-II,NA-120,2253,73,PMLN,99674
1489,Sheikhupura,Sheikhupura-II,NA-120,210,80,PPPP,2420
1490,Sheikhupura,Sheikhupura-II,NA-120,237,86,PTI,74165
1491,Sheikhupura,Sheikhupura-II,NA-120,365,25,IND,545
1492,Sheikhupura,Sheikhupura-II,NA-120,548,25,IND,2678
1493,Sheikhupura,Sheikhupura-II,NA-120,1214,5,APML,193
1494,Sheikhupura,Sheikhupura-II,NA-120,2224,62,PFM,183
1495,Sheikhupura,Sheikhupura-II,NA-120,2508,25,IND,984
1496,Sheikhupura,Sheikhupura-II,NA-120,2715,116,TLP,35453
1497,Sheikhupura,Sheikhupura-III,NA-121,1020,73,PMLN,101622
1498,Sheikhupura,Sheikhupura-III,NA-121,1982,116,TLP,20930
1499,Sheikhupura,Sheikhupura-III,NA-121,1324,25,IND,543
1500,Sheikhupura,Sheikhupura-III,NA-121,2950,25,IND,730
1501,Sheikhupura,Sheikhupura-III,NA-121,1113,25,IND,29301
1502,Sheikhupura,Sheikhupura-III,NA-121,749,80,PPPP,5298
1503,Sheikhupura,Sheikhupura-III,NA-121,1944,25,IND,2678
1504,Sheikhupura,Sheikhupura-III,NA-121,337,25,IND,352
1505,Sheikhupura,Sheikhupura-III,NA-121,1135,25,IND,1060
1506,Sheikhupura,Sheikhupura-III,NA-121,1766,25,IND,534
1507,Sheikhupura,Sheikhupura-III,NA-121,2800,25,IND,162
1508,Sheikhupura,Sheikhupura-III,NA-121,1203,25,IND,1083
1509,Sheikhupura,Sheikhupura-III,NA-121,2570,8,AOAT,4355
1510,Sheikhupura,Sheikhupura-III,NA-121,1808,86,PTI,71308
1511,Sheikhupura,Sheikhupura-III,NA-121,1883,20,BPP,284
1512,Sheikhupura,Sheikhupura-IV,NA-122,2473,73,PMLN,96000
1513,Sheikhupura,Sheikhupura-IV,NA-122,262,86,PTI,64616
1514,Sheikhupura,Sheikhupura-IV,NA-122,278,25,IND,1485
1515,Sheikhupura,Sheikhupura-IV,NA-122,432,8,AOAT,5019
1516,Sheikhupura,Sheikhupura-IV,NA-122,435,25,IND,6466
1517,Sheikhupura,Sheikhupura-IV,NA-122,569,25,IND,15303
1518,Sheikhupura,Sheikhupura-IV,NA-122,573,25,IND,167
1519,Sheikhupura,Sheikhupura-IV,NA-122,778,25,IND,74
1520,Sheikhupura,Sheikhupura-IV,NA-122,898,25,IND,599
1521,Sheikhupura,Sheikhupura-IV,NA-122,1135,25,IND,84
1522,Sheikhupura,Sheikhupura-IV,NA-122,1461,87,PTIN,621
1523,Sheikhupura,Sheikhupura-IV,NA-122,1655,25,IND,251
1524,Sheikhupura,Sheikhupura-IV,NA-122,1694,80,PPPP,16697
1525,Sheikhupura,Sheikhupura-IV,NA-122,1803,9,ATP,134
1526,Sheikhupura,Sheikhupura-IV,NA-122,2202,25,IND,60
1527,Sheikhupura,Sheikhupura-IV,NA-122,2203,25,IND,16719
1528,Sheikhupura,Sheikhupura-IV,NA-122,2372,116,TLP,34645
1529,Sheikhupura,Sheikhupura-IV,NA-122,2425,25,IND,388
1530,Sheikhupura,Sheikhupura-IV,NA-122,2476,25,IND,1795
1531,Sheikhupura,Sheikhupura-IV,NA-122,2508,46,MMAP,2248
1532,Sheikhupura,Sheikhupura-IV,NA-122,2813,25,IND,144
1533,Lahore,Lahore-I,NA-123,1798,73,PMLN,97193
1534,Lahore,Lahore-I,NA-123,319,25,IND,123
1535,Lahore,Lahore-I,NA-123,403,9,ATP,70
1536,Lahore,Lahore-I,NA-123,652,25,IND,971
1537,Lahore,Lahore-I,NA-123,793,46,MMAP,2487
1538,Lahore,Lahore-I,NA-123,882,25,IND,70
1539,Lahore,Lahore-I,NA-123,1146,116,TLP,23952
1540,Lahore,Lahore-I,NA-123,1317,25,IND,851
1541,Lahore,Lahore-I,NA-123,2922,8,AOAT,1813
1542,Lahore,Lahore-I,NA-123,2957,25,IND,414
1543,Lahore,Lahore-I,NA-123,2959,86,PTI,72535
1544,Lahore,Lahore-I,NA-123,3019,80,PPPP,3102
1545,Lahore,Lahore-I,NA-123,3037,25,IND,290
1546,Lahore,Lahore-II,NA-124,1624,73,PMLN,146294
1547,Lahore,Lahore-II,NA-124,403,50,PSP,452
1548,Lahore,Lahore-II,NA-124,473,80,PPPP,1515
1549,Lahore,Lahore-II,NA-124,1462,46,MMAP,3572
1550,Lahore,Lahore-II,NA-124,1765,86,PTI,80981
1551,Lahore,Lahore-II,NA-124,2405,25,IND,7255
1552,Lahore,Lahore-II,NA-124,2700,116,TLP,14832
1553,Lahore,Lahore-III,NA-125,2954,73,PMLN,122327
1554,Lahore,Lahore-III,NA-125,811,46,MMAP,1825
1555,Lahore,Lahore-III,NA-125,3058,80,PPPP,2530
1556,Lahore,Lahore-III,NA-125,2050,25,IND,33
1557,Lahore,Lahore-III,NA-125,1235,116,TLP,14276
1558,Lahore,Lahore-III,NA-125,2993,86,PTI,106857
1559,Lahore,Lahore-III,NA-125,2862,25,IND,128
1560,Lahore,Lahore-III,NA-125,2420,50,PSP,124
1561,Lahore,Lahore-III,NA-125,2976,25,IND,170
1562,Lahore,Lahore-III,NA-125,1897,8,AOAT,2839
1563,Lahore,Lahore-III,NA-125,1658,25,IND,36
1564,Lahore,Lahore-III,NA-125,2288,25,IND,42
1565,Lahore,Lahore-III,NA-125,1472,25,IND,64
1566,Lahore,Lahore-IV,NA-126,1622,86,PTI,105734
1567,Lahore,Lahore-IV,NA-126,442,80,PPPP,3202
1568,Lahore,Lahore-IV,NA-126,513,5,APML,384
1569,Lahore,Lahore-IV,NA-126,1291,73,PMLN,102677
1570,Lahore,Lahore-IV,NA-126,2969,116,TLP,16368
1571,Lahore,Lahore-V,NA-127,261,73,PMLN,113265
1572,Lahore,Lahore-V,NA-127,1465,25,IND,261
1573,Lahore,Lahore-V,NA-127,1955,25,IND,133
1574,Lahore,Lahore-V,NA-127,515,5,APML,273
1575,Lahore,Lahore-V,NA-127,564,80,PPPP,1775
1576,Lahore,Lahore-V,NA-127,1007,86,PTI,66818
1577,Lahore,Lahore-V,NA-127,1907,116,TLP,23140
1578,Lahore,Lahore-V,NA-127,2271,46,MMAP,1426
1579,Lahore,Lahore-V,NA-127,1296,8,AOAT,2044
1580,Lahore,Lahore-VI,NA-128,2518,73,PMLN,98199
1581,Lahore,Lahore-VI,NA-128,881,25,IND,49
1582,Lahore,Lahore-VI,NA-128,898,86,PTI,52774
1583,Lahore,Lahore-VI,NA-128,1246,46,MMAP,6723
1584,Lahore,Lahore-VI,NA-128,1596,25,IND,122
1585,Lahore,Lahore-VI,NA-128,3004,80,PPPP,6589
1586,Lahore,Lahore-VI,NA-128,1770,25,IND,184
1587,Lahore,Lahore-VI,NA-128,1543,116,TLP,20734
1588,Lahore,Lahore-VI,NA-128,2787,25,IND,85
1589,Lahore,Lahore-VI,NA-128,230,25,IND,853
1590,Lahore,Lahore-VI,NA-128,2731,25,IND,78
1591,Lahore,Lahore-VI,NA-128,398,9,ATP,88
1592,Lahore,Lahore-VI,NA-128,2197,25,IND,222
1593,Lahore,Lahore-VI,NA-128,2684,25,IND,380
1594,Lahore,Lahore-VII,NA-129,2448,73,PMLN,103021
1595,Lahore,Lahore-VII,NA-129,662,25,IND,254
1596,Lahore,Lahore-VII,NA-129,2683,25,IND,103
1597,Lahore,Lahore-VII,NA-129,668,25,IND,419
1598,Lahore,Lahore-VII,NA-129,11,86,PTI,94879
1599,Lahore,Lahore-VII,NA-129,1904,116,TLP,12875
1600,Lahore,Lahore-VII,NA-129,1126,48,NP,124
1601,Lahore,Lahore-VII,NA-129,247,25,IND,272
1602,Lahore,Lahore-VII,NA-129,1861,25,IND,91
1603,Lahore,Lahore-VII,NA-129,898,80,PPPP,2569
1604,Lahore,Lahore-VII,NA-129,882,25,IND,98
1605,Lahore,Lahore-VIII,NA-130,2535,86,PTI,127405
1606,Lahore,Lahore-VIII,NA-130,321,25,IND,541
1607,Lahore,Lahore-VIII,NA-130,790,116,TLP,10755
1608,Lahore,Lahore-VIII,NA-130,858,62,PFM,220
1609,Lahore,Lahore-VIII,NA-130,1091,73,PMLN,104625
1610,Lahore,Lahore-VIII,NA-130,1137,46,MMAP,5176
1611,Lahore,Lahore-VIII,NA-130,1455,82,PQYP,414
1612,Lahore,Lahore-VIII,NA-130,1741,80,PPPP,2508
1613,Lahore,Lahore-VIII,NA-130,1895,50,PSP,108
1614,Lahore,Lahore-VIII,NA-130,2319,25,IND,506
1615,Lahore,Lahore-IX,NA-131,922,86,PTI,84313
1616,Lahore,Lahore-IX,NA-131,1965,88,PTIG,106
1617,Lahore,Lahore-IX,NA-131,405,80,PPPP,6746
1618,Lahore,Lahore-IX,NA-131,1097,73,PMLN,83633
1619,Lahore,Lahore-IX,NA-131,2968,46,MMAP,1912
1620,Lahore,Lahore-IX,NA-131,2649,25,IND,127
1621,Lahore,Lahore-IX,NA-131,1026,20,BPP,362
1622,Lahore,Lahore-IX,NA-131,1734,65,PJDP,141
1623,Lahore,Lahore-IX,NA-131,2882,84,PST,362
1624,Lahore,Lahore-IX,NA-131,1972,25,IND,354
1625,Lahore,Lahore-IX,NA-131,2813,116,TLP,9780
1626,Lahore,Lahore-IX,NA-131,629,25,IND,647
1627,Lahore,Lahore-IX,NA-131,1343,25,IND,117
1628,Lahore,Lahore-IX,NA-131,850,25,IND,93
1629,Lahore,Lahore-IX,NA-131,1684,25,IND,18
1630,Lahore,Lahore-X,NA-132,1328,73,PMLN,95834
1631,Lahore,Lahore-X,NA-132,322,116,TLP,7305
1632,Lahore,Lahore-X,NA-132,516,86,PTI,49093
1633,Lahore,Lahore-X,NA-132,574,25,IND,70
1634,Lahore,Lahore-X,NA-132,817,46,MMAP,1616
1635,Lahore,Lahore-X,NA-132,1026,20,BPP,447
1636,Lahore,Lahore-X,NA-132,1336,30,JWP,75
1637,Lahore,Lahore-X,NA-132,1457,25,IND,2848
1638,Lahore,Lahore-X,NA-132,1766,116,TLI,4049
1639,Lahore,Lahore-X,NA-132,1786,25,IND,78
1640,Lahore,Lahore-X,NA-132,1813,5,APML,543
1641,Lahore,Lahore-X,NA-132,2028,25,IND,57
1642,Lahore,Lahore-X,NA-132,2421,80,PPPP,24420
1643,Lahore,Lahore-X,NA-132,2990,25,IND,492
1644,Lahore,Lahore-XI,NA-133,1411,73,PMLN,89678
1645,Lahore,Lahore-XI,NA-133,2862,25,IND,1953
1646,Lahore,Lahore-XI,NA-133,952,25,IND,87
1647,Lahore,Lahore-XI,NA-133,1155,25,IND,50
1648,Lahore,Lahore-XI,NA-133,1511,25,IND,36
1649,Lahore,Lahore-XI,NA-133,2048,25,IND,275
1650,Lahore,Lahore-XI,NA-133,2970,5,APML,289
1651,Lahore,Lahore-XI,NA-133,513,80,PPPP,5585
1652,Lahore,Lahore-XI,NA-133,1260,116,TLP,13235
1653,Lahore,Lahore-XI,NA-133,2125,20,BPP,94
1654,Lahore,Lahore-XI,NA-133,178,25,IND,268
1655,Lahore,Lahore-XI,NA-133,620,86,PTI,77231
1656,Lahore,Lahore-XI,NA-133,2685,25,IND,49
1657,Lahore,Lahore-XI,NA-133,894,46,MMAP,1701
1658,Lahore,Lahore-XII,NA-134,2239,73,PMLN,76291
1659,Lahore,Lahore-XII,NA-134,328,48,NP,381
1660,Lahore,Lahore-XII,NA-134,328,46,MMAP,1454
1661,Lahore,Lahore-XII,NA-134,1233,86,PTI,45991
1662,Lahore,Lahore-XII,NA-134,1666,116,TLP,9901
1663,Lahore,Lahore-XII,NA-134,1855,80,PPPP,5425
1664,Lahore,Lahore-XII,NA-134,2236,25,IND,460
1665,Lahore,Lahore-XII,NA-134,2614,25,IND,249
1666,Lahore,Lahore-XII,NA-134,2744,5,APML,720
1667,Lahore,Lahore-XII,NA-134,2862,25,IND,50
1668,Lahore,Lahore-XII,NA-134,3068,8,AOAT,675
1669,Lahore,Lahore-XIII,NA-135,1205,86,PTI,64765
1670,Lahore,Lahore-XIII,NA-135,297,46,MMAP,1093
1671,Lahore,Lahore-XIII,NA-135,315,80,PPPP,2897
1672,Lahore,Lahore-XIII,NA-135,757,74,PMLC,91
1673,Lahore,Lahore-XIII,NA-135,1225,73,PMLN,55431
1674,Lahore,Lahore-XIII,NA-135,1231,25,IND,771
1675,Lahore,Lahore-XIII,NA-135,1251,50,PSP,3131
1676,Lahore,Lahore-XIII,NA-135,1465,116,TLP,8196
1677,Lahore,Lahore-XIV,NA-136,1462,73,PMLN,88831
1678,Lahore,Lahore-XIV,NA-136,505,79,PPPSB,835
1679,Lahore,Lahore-XIV,NA-136,953,25,IND,57
1680,Lahore,Lahore-XIV,NA-136,998,80,PPPP,9016
1681,Lahore,Lahore-XIV,NA-136,1073,25,IND,393
1682,Lahore,Lahore-XIV,NA-136,1191,86,PTI,44669
1683,Lahore,Lahore-XIV,NA-136,1465,116,TLP,12684
1684,Lahore,Lahore-XIV,NA-136,1712,25,IND,674
1685,Lahore,Lahore-XIV,NA-136,1899,25,IND,521
1686,Lahore,Lahore-XIV,NA-136,1948,25,IND,445
1687,Lahore,Lahore-XIV,NA-136,2101,46,MMAP,1521
1688,Lahore,Lahore-XIV,NA-136,2437,25,IND,204
1689,Lahore,Lahore-XIV,NA-136,2460,25,IND,85
1690,Lahore,Lahore-XIV,NA-136,2521,25,IND,351
1691,Lahore,Lahore-XIV,NA-136,3055,25,IND,2555
1692,Kasur,Kasur-I,NA-137,2321,73,PMLN,121207
1693,Kasur,Kasur-I,NA-137,1255,8,AOAT,3529
1694,Kasur,Kasur-I,NA-137,2521,25,IND,3450
1695,Kasur,Kasur-I,NA-137,730,25,IND,949
1696,Kasur,Kasur-I,NA-137,432,25,IND,830
1697,Kasur,Kasur-I,NA-137,1604,116,TLP,17349
1698,Kasur,Kasur-I,NA-137,566,80,PPPP,33717
1699,Kasur,Kasur-I,NA-137,2036,25,IND,28876
1700,Kasur,Kasur-I,NA-137,2444,86,PTI,42930
1701,Kasur,Kasur-I,NA-137,37,25,IND,744
1702,Kasur,Kasur-I,NA-137,548,25,IND,1443
1703,Kasur,Kasur-I,NA-137,2413,25,IND,190
1704,Kasur,Kasur-I,NA-137,1021,96,RPL,2527
1705,Kasur,Kasur-I,NA-137,1817,25,IND,1275
1706,Kasur,Kasur-I,NA-137,315,25,IND,1174
1707,Kasur,Kasur-I,NA-137,1651,25,IND,993
1708,Kasur,Kasur-I,NA-137,281,25,IND,654
1709,Kasur,Kasur-I,NA-137,3009,25,IND,3831
1710,Kasur,Kasur-II,NA-138,2268,73,PMLN,109385
1711,Kasur,Kasur-II,NA-138,317,25,IND,937
1712,Kasur,Kasur-II,NA-138,592,25,IND,18450
1713,Kasur,Kasur-II,NA-138,893,46,MMAP,12074
1714,Kasur,Kasur-II,NA-138,923,80,PPPP,16490
1715,Kasur,Kasur-II,NA-138,959,116,TLI,414
1716,Kasur,Kasur-II,NA-138,1266,25,IND,1010
1717,Kasur,Kasur-II,NA-138,1817,25,IND,3539
1718,Kasur,Kasur-II,NA-138,1844,87,PTIN,475
1719,Kasur,Kasur-II,NA-138,2036,25,IND,762
1720,Kasur,Kasur-II,NA-138,2189,96,RPL,1740
1721,Kasur,Kasur-II,NA-138,2278,86,PTI,78458
1722,Kasur,Kasur-II,NA-138,2378,25,IND,271
1723,Kasur,Kasur-II,NA-138,2463,116,TLP,15086
1724,Kasur,Kasur-III,NA-139,2243,73,PMLN,121767
1725,Kasur,Kasur-III,NA-139,2801,25,IND,202
1726,Kasur,Kasur-III,NA-139,2460,25,IND,1180
1727,Kasur,Kasur-III,NA-139,2471,25,IND,40352
1728,Kasur,Kasur-III,NA-139,906,25,IND,1038
1729,Kasur,Kasur-III,NA-139,454,86,PTI,112893
1730,Kasur,Kasur-III,NA-139,958,2,AAP,38
1731,Kasur,Kasur-III,NA-139,739,25,IND,3032
1732,Kasur,Kasur-III,NA-139,2474,25,IND,4016
1733,Kasur,Kasur-III,NA-139,13,25,IND,796
1734,Kasur,Kasur-III,NA-139,2236,87,PTIN,558
1735,Kasur,Kasur-III,NA-139,1729,25,IND,152
1736,Kasur,Kasur-III,NA-139,420,25,IND,2471
1737,Kasur,Kasur-III,NA-139,2998,25,IND,1229
1738,Kasur,Kasur-III,NA-139,363,25,IND,1544
1739,Kasur,Kasur-III,NA-139,2788,116,TLP,15425
1740,Kasur,Kasur-III,NA-139,2835,80,PPPP,10355
1741,Kasur,Kasur-IV,NA-140,2502,86,PTI,124621
1742,Kasur,Kasur-IV,NA-140,600,116,TLI,2490
1743,Kasur,Kasur-IV,NA-140,636,87,PTIN,301
1744,Kasur,Kasur-IV,NA-140,1248,80,PPPP,6449
1745,Kasur,Kasur-IV,NA-140,1411,46,MMAP,1955
1746,Kasur,Kasur-IV,NA-140,1532,25,IND,1106
1747,Kasur,Kasur-IV,NA-140,2027,25,IND,952
1748,Kasur,Kasur-IV,NA-140,2241,73,PMLN,124385
1749,Kasur,Kasur-IV,NA-140,2254,116,TLP,15500
1750,Kasur,Kasur-IV,NA-140,2455,25,IND,1042
1751,Kasur,Kasur-IV,NA-140,2474,25,IND,337
1752,Kasur,Kasur-IV,NA-140,2475,25,IND,2843
1753,Okara,Okara-I,NA-141,1969,73,PMLN,92841
1754,Okara,Okara-I,NA-141,2344,25,IND,2871
1755,Okara,Okara-I,NA-141,1083,25,IND,57859
1756,Okara,Okara-I,NA-141,735,80,PPPP,10310
1757,Okara,Okara-I,NA-141,1257,25,IND,33040
1758,Okara,Okara-I,NA-141,1579,25,IND,2146
1759,Okara,Okara-I,NA-141,2679,25,IND,1371
1760,Okara,Okara-I,NA-141,2852,86,PTI,60217
1761,Okara,Okara-I,NA-141,2113,25,IND,2222
1762,Okara,Okara-II,NA-142,2296,73,PMLN,140733
1763,Okara,Okara-II,NA-142,682,25,IND,1008
1764,Okara,Okara-II,NA-142,802,116,TLI,1922
1765,Okara,Okara-II,NA-142,1299,25,IND,3466
1766,Okara,Okara-II,NA-142,1454,67,PKICA,202
1767,Okara,Okara-II,NA-142,1480,25,IND,745
1768,Okara,Okara-II,NA-142,1529,25,IND,116
1769,Okara,Okara-II,NA-142,1533,88,PTIG,197
1770,Okara,Okara-II,NA-142,1870,80,PPPP,4013
1771,Okara,Okara-II,NA-142,2261,86,PTI,76592
1772,Okara,Okara-II,NA-142,2645,25,IND,519
1773,Okara,Okara-II,NA-142,2662,116,TLP,5679
1774,Okara,Okara-III,NA-143,2263,73,PMLN,142988
1775,Okara,Okara-III,NA-143,2706,25,IND,1236
1776,Okara,Okara-III,NA-143,1314,25,IND,536
1777,Okara,Okara-III,NA-143,1016,116,TLP,5162
1778,Okara,Okara-III,NA-143,2264,25,IND,267
1779,Okara,Okara-III,NA-143,2899,80,PPPP,2518
1780,Okara,Okara-III,NA-143,2753,86,PTI,89177
1781,Okara,Okara-III,NA-143,260,25,IND,127
1782,Okara,Okara-III,NA-143,2799,25,IND,945
1783,Okara,Okara-III,NA-143,2721,25,IND,1021
1784,Okara,Okara-III,NA-143,2260,25,IND,1354
1785,Okara,Okara-III,NA-143,1315,25,IND,126
1786,Okara,Okara-III,NA-143,2844,25,IND,518
1787,Okara,Okara-III,NA-143,2836,25,IND,297
